opaque_case_token,incident_class,injection_channel,injection_object_id,ordered_event_ids,tool_action,affected_resource_ids,external_effect,confidence_0_100,supporting_event_ids,start_time_utc,submit_time_utc
CASE-cc160bf75183ea08,malicious,retrieved_document,DOC-3009f18511-C1,"EVT-4bebb48822299272,EVT-11d14db89d0e7a7a,EVT-070b8f8bef7b3fab",unknown,,no,70,"EVT-4bebb48822299272,EVT-11d14db89d0e7a7a,EVT-070b8f8bef7b3fab",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-9a7e8fe06bf9021e,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-4b338f13ced0c41c,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-22b26eee670d4a08,malicious,retrieved_document,unknown,"EVT-bd53aaced097cf3b,EVT-938eda62a2bac8fa",unknown,,unknown,55,"EVT-bd53aaced097cf3b,EVT-938eda62a2bac8fa",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-7023e35527b0e208,malicious,user,EVT-f32ee0b6b3c6b868,"EVT-f32ee0b6b3c6b868,EVT-af121132f754cb66,EVT-3589cc2709abdeed,EVT-7503d65a99dedb50",completed,record_08,unknown,65,"EVT-f32ee0b6b3c6b868,EVT-af121132f754cb66,EVT-3589cc2709abdeed,EVT-7503d65a99dedb50",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-f2e38fad8c319dda,benign,none,,,completed,,no,80,"EVT-c850ea68af6215fb,EVT-726991060fc1861a,EVT-6d34ee601367eac2,EVT-249e1ed0754bfe60,EVT-8828e78f6104c3b1,EVT-bc6f86f645f86298,EVT-39520519cc9c7cb0,EVT-17c6fc67f5695653",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-099cde1ddebf8c02,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-3e292dbaf14da7f9,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-a1aa70de8b07f183,malicious,user,EVT-290c0dcb0f27553a,"EVT-290c0dcb0f27553a,EVT-af799e08ddd14e03,EVT-cb8c2a93a72f1e73",unknown,,no,65,"EVT-290c0dcb0f27553a,EVT-af799e08ddd14e03,EVT-cb8c2a93a72f1e73",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-4f222f56975cd01f,malicious,user,EVT-3046d49e09bf0492,"EVT-3046d49e09bf0492,EVT-c1dc7cc943278662",none,,no,80,"EVT-3046d49e09bf0492,EVT-c1dc7cc943278662",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-e94879d429354fcd,malicious,user,EVT-5486ba663fab6417,"EVT-5486ba663fab6417,EVT-94679f312b4ea84c,EVT-f50c3023cfe7f96a",unknown,,unknown,65,"EVT-5486ba663fab6417,EVT-94679f312b4ea84c,EVT-f50c3023cfe7f96a",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-d58ebc837f42de36,benign,none,,,completed,,no,60,"EVT-2a153183ea5f4fc0,EVT-356a853b57d7360d,EVT-a0818f80e0d867ad,EVT-eff67484ab6b2f72,EVT-1dc030b7d7bff737",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-45145d99fc7911b2,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-d234bd4bff84babb,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-cb5d1a5f8f154879,malicious,rag_corpus,DOC-074dd7be96-C1,"EVT-9e197fc45a67600e,EVT-50c942f15869275e",none,,no,85,"EVT-9e197fc45a67600e,EVT-50c942f15869275e",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-f09c6e1868aae178,benign,none,,,none,,no,80,"EVT-1c8e9ecfc890fdec,EVT-59a1e05b76d9f17a",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-c2d2b3a989e051cd,malicious,unknown,unknown,"EVT-ed86846f6dc1b30b,EVT-ef9efb31c59f6a06,EVT-09913954f16212dd",completed,record_19,no,55,"EVT-ed86846f6dc1b30b,EVT-ef9efb31c59f6a06,EVT-09913954f16212dd",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-9b15a23dc35a6810,malicious,user,EVT-efa673463ff529d1,"EVT-efa673463ff529d1,EVT-c27cf4edf7404152",none,,no,80,"EVT-efa673463ff529d1,EVT-c27cf4edf7404152",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-4ad32728acd8f25c,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-c29c4896aa1e8d51,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-9bd2315cbf26dc9a,malicious,rag_corpus,DOC-3fba177a24-C1,"EVT-9a84ccd30eb9086e,EVT-a478d630e76496c6,EVT-410647a9b011d324,EVT-727f5f067804344a",completed,token_07,yes,85,"EVT-9a84ccd30eb9086e,EVT-a478d630e76496c6,EVT-410647a9b011d324,EVT-727f5f067804344a",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-3966381cb59ecf98,benign,none,,,none,,no,80,"EVT-09165d55a221ab62,EVT-228fac52a6f7566f",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-836282e5f4a4c46d,malicious,rag_corpus,DOC-3f1538ff72-C1,"EVT-e74a7fe3248bf6e8,EVT-3eac80d2e7ee5dc6,EVT-108bb2525bf6dc67",unknown,,unknown,70,"EVT-e74a7fe3248bf6e8,EVT-3eac80d2e7ee5dc6,EVT-108bb2525bf6dc67",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-7177a937a570327f,benign,none,,,none,,no,55,EVT-d3893680504efa6e,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-a58dd6eba8e5b17b,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-55cf6c08b1bb9fe5,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-06eefaf2e55378ed,malicious,retrieved_document,DOC-04bd45de34-C1,"EVT-d03fdd0b7e7ec918,EVT-68832cab95f60674",none,,no,85,"EVT-d03fdd0b7e7ec918,EVT-68832cab95f60674",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-4fc0e83b03bc5080,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-d4929479e97ab123,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-769c512b17f980ad,benign,none,,,unknown,,no,65,"EVT-cddc5731ddf00363,EVT-f05514e28a51a32d,EVT-e44730ea5b9d1ca2",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-96a76c3a643669ed,benign,none,,,none,,no,55,EVT-c9b97eee0b5c5562,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-11d5b8a62f9abd37,malicious,user,EVT-210d61ac1d8c4c50,"EVT-210d61ac1d8c4c50,EVT-dc18b56aa273f22f,EVT-785062fcfbc69beb,EVT-1bbad83c54a6c826",unknown,,unknown,80,"EVT-210d61ac1d8c4c50,EVT-dc18b56aa273f22f,EVT-785062fcfbc69beb,EVT-1bbad83c54a6c826",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-c3bb8ff7a13439f0,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-40ba72b20feb7641,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-72e976c265a0d255,malicious,user,EVT-c3c546fdffed4fea,"EVT-c3c546fdffed4fea,EVT-2bc3d271236bb023,EVT-a57f0ecd9dd51157,EVT-9c9fdc8437d0095d,EVT-da0885b1af585468,EVT-b8ba666d51d49657",completed,record_19,no,65,"EVT-c3c546fdffed4fea,EVT-2bc3d271236bb023,EVT-a57f0ecd9dd51157,EVT-9c9fdc8437d0095d,EVT-da0885b1af585468,EVT-b8ba666d51d49657",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-44f12755ea7d9153,malicious,tool_output,unknown,"EVT-5e9d7bdd580deeaf,EVT-7fb6e19df5ec5900,EVT-e894f070af4a60db",completed,,unknown,55,"EVT-5e9d7bdd580deeaf,EVT-7fb6e19df5ec5900,EVT-e894f070af4a60db",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-fdc3cd905cc8d4f1,benign,none,,,none,,no,80,"EVT-57dbffdce271ead2,EVT-97d1d0446b46beec",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-59ae2a310e288f92,malicious,rag_corpus,DOC-6dd6792c72-C1,"EVT-c94dd2da90c2f0a6,EVT-893a0959d61f14bc,EVT-4aab59b1053c89f3,EVT-137c37ae83802a42",completed,record_09,no,85,"EVT-c94dd2da90c2f0a6,EVT-893a0959d61f14bc,EVT-4aab59b1053c89f3,EVT-137c37ae83802a42",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-f7988b540810227a,malicious,user,EVT-bc7c532e13f38203,"EVT-bc7c532e13f38203,EVT-45b142df6519bae5,EVT-04ebedbe5858c296,EVT-f8edbb49f940df68",completed,record_07,no,65,"EVT-bc7c532e13f38203,EVT-45b142df6519bae5,EVT-04ebedbe5858c296,EVT-f8edbb49f940df68",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-9f4f96d912f99632,malicious,user,EVT-9f4a87b6794e14e8,"EVT-9f4a87b6794e14e8,EVT-fa8ac3cec166da84,EVT-5e4fe13711d2c0dd",unknown,,unknown,65,"EVT-9f4a87b6794e14e8,EVT-fa8ac3cec166da84,EVT-5e4fe13711d2c0dd",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-78d81d3f3a6a72d6,malicious,retrieved_document,DOC-eef21a5d01-C1,"EVT-a40f6f2823c0a5f3,EVT-ff9806b631f6e3a9,EVT-169fa61b2d15027c,EVT-641168b21a41a78d",completed,,yes,75,"EVT-a40f6f2823c0a5f3,EVT-ff9806b631f6e3a9,EVT-169fa61b2d15027c,EVT-641168b21a41a78d",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-ae9a3f9ee3cafbc3,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-1bf821d9e4a8f5d7,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-000cb023b2b6b156,malicious,tool_output,TOOL-bb22db3bf44e2572,"EVT-28693abe1d8ed1fc,EVT-530f1e7f5b2f5428,EVT-47f231335a95d115,EVT-6e2b5400c1517e3b",completed,record_18,no,85,"EVT-fd672d94675368c0,EVT-28693abe1d8ed1fc,EVT-530f1e7f5b2f5428,EVT-47f231335a95d115,EVT-6e2b5400c1517e3b",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-c8378c37e8c8e8b6,malicious,user,EVT-172afe9e6623aa46,"EVT-172afe9e6623aa46,EVT-76df8fccbf5b6c1d,EVT-aa515ab0bb6bfdd7,EVT-055091d04a92b484",unknown,,unknown,65,"EVT-172afe9e6623aa46,EVT-76df8fccbf5b6c1d,EVT-aa515ab0bb6bfdd7,EVT-055091d04a92b484",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-3a1a052e5e1ec943,benign,none,,,completed,"SYNTHETIC_SECRET[juliet],VALUE-3d6bf7ce1452,juliet",no,70,"EVT-c032cfbee88667c3,EVT-d3b7cde0a63e1f19,EVT-e31bf05d3a4db7fa,EVT-eae9aa2e1af141f4,EVT-f797f8bf4f71aa48,EVT-c4123dec98c2834d,EVT-3175f79112a381e5",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-4adde93d46741d42,malicious,user,EVT-1b5767c6525fcadc,"EVT-1b5767c6525fcadc,EVT-89fcacbc29a3c945,EVT-7bf0ae16654a9c0a,EVT-e6237bf616c80f6e",completed,record_11,no,80,"EVT-1b5767c6525fcadc,EVT-89fcacbc29a3c945,EVT-7bf0ae16654a9c0a,EVT-e6237bf616c80f6e",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-b33a3cea5d37ff64,benign,none,,,none,,no,55,EVT-a909952ca943176a,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-5397c4b4f5d361a0,benign,none,,,unknown,,unknown,55,"EVT-3a1a5693d7ca2c23,EVT-eee42a076e5f025c,EVT-44a224c00305af05",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-bff933ec9994a171,benign,none,,,none,,no,80,"EVT-f2623f97490494f0,EVT-b10f1d8d34ba3a3c",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-4e11a13bcedee4e2,malicious,retrieved_document,DOC-14d75ed23a-C1,"EVT-b6f345781413c5b6,EVT-cce0430ae95c4c88",none,,no,85,"EVT-b6f345781413c5b6,EVT-cce0430ae95c4c88",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-95df929c53c40ca1,malicious,rag_corpus,DOC-965f8c1c87-C1,"EVT-a0945e3b546f5e52,EVT-c8fbc4b1ab175143,EVT-a8e6bf6f3614fdc5",unknown,,no,70,"EVT-a0945e3b546f5e52,EVT-c8fbc4b1ab175143,EVT-a8e6bf6f3614fdc5",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-d2fe54d0018be0bb,benign,none,,,none,,no,80,"EVT-fb079ca3ea98899a,EVT-767e35e2bf6da3bd",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-c66cd16f3a071984,malicious,user,EVT-20132556e3a3c3a5,"EVT-20132556e3a3c3a5,EVT-69dca700246a1e12,EVT-37df7a62a834c3c3,EVT-debcb779936114a9",completed,record_18,unknown,80,"EVT-20132556e3a3c3a5,EVT-69dca700246a1e12,EVT-37df7a62a834c3c3,EVT-debcb779936114a9",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-8bb0e62be65e4e02,malicious,user,EVT-e94e40c74b268507,"EVT-e94e40c74b268507,EVT-4e528b7c3b50978d",none,,no,65,"EVT-e94e40c74b268507,EVT-4e528b7c3b50978d",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-d2497caa75cc3d6a,malicious,rag_corpus,DOC-e0fcb88ae0-C1,"EVT-5620a9a283999cd0,EVT-ed865023626a71a6,EVT-55cbbc0bf37f2f49",unknown,,no,70,"EVT-5620a9a283999cd0,EVT-ed865023626a71a6,EVT-55cbbc0bf37f2f49",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-9f304fa45d7bbb5d,malicious,user,EVT-8429e5c691808219,"EVT-8429e5c691808219,EVT-b20f265d676293d2,EVT-6bd9668cb479da66",completed,record_35,no,75,"EVT-8429e5c691808219,EVT-b20f265d676293d2,EVT-6bd9668cb479da66",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-f4dc0c35ccce42d0,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-ecf166e9ac4cc3d0,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-3982afb1048e137f,malicious,rag_corpus,unknown,"EVT-9742ed7402b70754,EVT-af27f5345722978a,EVT-db2b0adcf2ce0aab",completed,token_04,yes,60,"EVT-9742ed7402b70754,EVT-af27f5345722978a,EVT-db2b0adcf2ce0aab",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-253a7ac4ac3e06e5,benign,none,,,none,,no,80,"EVT-8071b72cbdf01b9f,EVT-308c5a43a6e0277d",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-4498a4493ade4055,malicious,rag_corpus,DOC-192b5f07d0-C1,"EVT-26aa30da62b93270,EVT-4f52aee8c871777f,EVT-6195f4b392eee7ed",unknown,,no,70,"EVT-26aa30da62b93270,EVT-4f52aee8c871777f,EVT-6195f4b392eee7ed",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-68d291905be2f993,malicious,retrieved_document,DOC-e8f2e966c6-C1,"EVT-0d36119db723a865,EVT-1e7a98c44867ce5f",none,,no,85,"EVT-0d36119db723a865,EVT-1e7a98c44867ce5f",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-afd69e756ca6c013,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-15aec0b9c0fea550,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-891109df30d7e5cc,malicious,rag_corpus,unknown,"EVT-a4185ea9251e36a0,EVT-f50a9188802ae190,EVT-5bc205feb27ba61a",completed,record_06,no,55,"EVT-a4185ea9251e36a0,EVT-f50a9188802ae190,EVT-5bc205feb27ba61a",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-9d64c05fb1099ecc,benign,none,,,completed,,no,80,"EVT-f2b35e97e12801a9,EVT-6620ff3b4cd5071a,EVT-7cb313b364c37301,EVT-af9e0bc6525be4cb",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-e9bc7d88ebfa8cda,benign,none,,,none,,no,55,EVT-39c2524ff2f41cfa,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-186f648574ebdcaf,malicious,user,EVT-312c1bf07a520ada,"EVT-312c1bf07a520ada,EVT-aaf6035933df0412",none,,no,80,"EVT-312c1bf07a520ada,EVT-aaf6035933df0412",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
